trial,seed,method,coverage_rate,avg_length,coverage_vs_scp,length_efficiency_vs_scp,noisy_accuracy,ambiguous_rate
97,550837326,PCP,0.913,50.98207261066306,0.020000000000000018,0.9838960148244139,0.832,0.249
98,623642044,SCP,0.905,27.752303866571836,0.0,1.0,0.801,0.279
98,623642044,Cluster-wise Oracle,0.883,27.817672461205333,-0.02200000000000002,0.9976501055318463,0.801,0.279
98,623642044,PCP,0.924,30.225282168332868,0.019000000000000017,0.918181796021346,0.801,0.279
99,716095278,SCP,0.897,53.39176899902074,0.0,1.0,0.755,0.337
99,716095278,Cluster-wise Oracle,0.842,47.13473055424195,-0.05500000000000005,1.1327479412994264,0.755,0.337
99,716095278,PCP,0.897,52.7719624525151,0.0,1.0117449971102241,0.755,0.337
100,103493876,SCP,0.889,29.76055107621191,0.0,1.0,0.863,0.209
100,103493876,Cluster-wise Oracle,0.892,29.303078116852397,0.0030000000000000027,1.0156117714847308,0.863,0.209
100,103493876,PCP,0.899,31.50014890708816,0.010000000000000009,0.944774933096116,0.863,0.209
